id,birth_ym,gender,retirement_age,address,zipcode,per_capita_income_in_usd,yearly_income_in_usd,total_debt_id_usd,credit_score,num_credit_cards
1336,2001-07-01,Female,67,243 Forest Lane,11414,26481,53995,154800,673,1
576,1951-06-01,Female,64,478 Hill Avenue,30060,30747,63502,24100,638,7
1677,1969-02-01,Male,67,849 Littlewood Drive,79411,16272,33178,92366,671,2
1969,1935-04-01,Male,65,402 El Camino Drive,34205,29583,44690,2249,733,5
1431,1963-03-01,Female,61,6134 Littlewood Lane,39507,19327,39409,52076,599,1
558,2000-05-01,Male,63,29894 Martin Luther King Lane,33765,16223,33080,55066,692,3
1482,1965-08-01,Male,64,52 Sixth Boulevard,30022,43725,89152,162012,675,1
1295,1950-02-01,Female,70,888 Lincoln Street,55806,17474,27772,14408,788,4
538,1954-02-01,Female,69,7888 Fourth Street,28586,14844,30265,36789,814,4
748,1965-01-01,Male,69,2100 Summit Street,77019,18412,37534,99840,706,3
41,1981-03-01,Male,70,2750 Rose Boulevard,52162,13332,27183,58323,637,1
807,1967-08-01,Female,71,869 Little Creek Lane,49423,18877,38487,49725,691,3
1430,1950-04-01,Female,69,131 Tenth Avenue,50322,26764,33642,20874,593,5
1873,1968-12-01,Female,67,3722 Valley Boulevard,79904,16823,34302,84935,651,3
204,1988-09-01,Female,67,775 Lexington Boulevard,78626,20968,42754,60172,656,1
424,1995-04-01,Female,69,4020 Littlewood Street,15129,25037,51045,127864,772,2
980,1935-08-01,Male,69,463 12th Street,21207,20641,24055,0,733,7
1415,1991-12-01,Male,68,243 Wessex Avenue,92096,22081,45021,77559,689,1
600,2001-05-01,Male,55,2819 Littlewood Lane,17404,22991,46878,60121,578,1
652,1937-09-01,Female,66,9952 South Lane,06118,20065,22726,1692,784,6
1129,1970-04-01,Male,65,2379 Forest Lane,92056,16894,34449,36540,686,3
885,1983-12-01,Male,66,7121 Fourth Avenue,65625,13895,28334,0,700,3
1899,1988-08-01,Female,67,761 Main Avenue,98290,28037,57166,111755,737,2
1369,1961-01-01,Female,67,535 Grant Boulevard,46124,17585,35854,49101,850,2
1057,1980-07-01,Female,71,135 Littlewood Avenue,92056,22050,44958,91549,787,1
1302,1958-02-01,Female,72,8323 Catherine Boulevard,28640,14218,28988,13351,694,4
415,1966-05-01,Male,65,7571 George Street,43160,16544,33729,0,763,4
83,1988-05-01,Male,69,766 Catherine Boulevard,22401,29157,59455,96224,557,1
1093,2002-02-01,Male,70,76 Grant Lane,11203,23316,47543,124177,667,1
28,1980-04-01,Female,65,871 12th Lane,22191,26618,54273,110237,789,4
33,1942-06-01,Female,71,6335 Rose Lane,89706,18239,38692,8902,596,5
1646,1965-11-01,Male,69,0 Ocean Boulevard,15132,14663,29898,19719,714,5
1847,1998-01-01,Female,60,566 Hillside Street,34690,15418,31443,52826,676,1
1152,1977-02-01,Male,65,8061 Spruce Drive,65401,17428,35538,71591,747,1
134,1976-12-01,Male,67,924 First Drive,79904,24608,50174,145300,643,4
188,1995-06-01,Male,57,9226 Tenth Boulevard,22031,42884,87436,135294,845,2
220,1986-11-01,Female,67,3550 Sixth Boulevard,94947,30335,61846,12525,722,4
1343,1997-07-01,Female,62,777 Valley Stream Lane,60608,11951,24369,37437,575,4
1260,1991-12-01,Male,65,1963 Summit Lane,33304,20995,42806,49194,712,3
96,1950-12-01,Female,66,20 Oak Street,92886,38948,99825,4344,685,4
1166,1975-05-01,Female,66,8659 El Camino Street,45011,19569,39898,43630,682,3
1533,1980-12-01,Female,70,470 11th Lane,46202,24233,49412,42378,830,3
88,1997-08-01,Male,68,6614 Ninth Boulevard,37355,16349,33337,71679,712,1
1451,1961-04-01,Female,57,9384 Lake Street,02151,20979,17078,25245,719,4
57,1992-02-01,Female,66,9706 Mountain View Street,85741,21494,43826,84935,823,1
1335,1968-10-01,Female,66,29693 Bayview Drive,92694,47991,97845,255288,836,4
816,1964-02-01,Male,65,8943 11th Drive,37620,17795,36285,67244,759,5
1081,1988-09-01,Female,60,9633 Mill Lane,80017,24849,50666,102318,617,3
1385,1968-07-01,Female,68,5537 Eighth Street,55404,40364,82298,182301,789,6
1125,1994-08-01,Male,71,99791 12th Boulevard,78664,31839,64917,102747,689,4
1952,1993-07-01,Female,54,541 Federal Avenue,33705,18100,36909,102869,821,1
1870,1995-06-01,Male,70,5458 Spruce Street,92122,34848,71054,106595,767,2
1345,1936-09-01,Female,66,7978 Main Lane,70737,24703,16620,1140,804,8
1695,1974-12-01,Female,66,238 Ocean View Lane,90603,27973,57027,21798,709,4
1906,2001-10-01,Male,71,3699 Lafayette Avenue,68132,14199,28950,61297,609,1
1985,1969-03-01,Female,69,9061 Grant Avenue,30022,0,1426,3154,680,3
1604,1964-11-01,Male,72,7680 Fourth Street,38606,15354,31308,59817,742,7
1933,1993-05-01,Male,64,345 Elm Avenue,32137,14546,29658,45750,589,2
649,1971-09-01,Male,65,9 Fourth Drive,12550,22762,46408,0,847,7
1486,1980-04-01,Female,63,396 Park Street,28623,11431,23307,31064,789,1
1744,1988-03-01,Female,69,4238 Birch Lane,38388,14435,29433,61260,693,3
1272,1992-06-01,Male,69,581 Seventh Drive,89012,30025,61222,142541,779,1
400,1973-05-01,Female,68,539 Pine Boulevard,32401,19508,39770,72827,711,4
572,1991-01-01,Male,67,202 Washington Drive,70339,23208,47317,42433,680,2
1442,1979-01-01,Male,58,1036 Spruce Street,83330,14925,30432,101847,624,1
1853,1980-05-01,Male,70,546 First Avenue,64468,18226,37165,0,771,3
556,1973-12-01,Male,66,5659 Park Avenue,44203,17856,36405,31815,715,2
1960,1989-12-01,Male,61,334 Rose Boulevard,20706,23500,47916,69567,612,1
483,1971-02-01,Female,68,253 West Drive,98233,19604,39969,68456,713,3
404,1975-09-01,Male,61,33 Seventh Boulevard,32615,21979,44816,63043,625,1
1510,1988-01-01,Male,59,835 Main Avenue,90638,24845,50658,72806,764,2
916,1998-08-01,Male,68,125 First Avenue,37013,20236,41260,80574,682,2
1635,1965-03-01,Male,58,90 Sussex Drive,11434,20760,42332,75213,616,6
1384,1946-01-01,Female,67,528 Lake Drive,62226,22545,23011,30510,721,3
943,1955-04-01,Male,61,66 Grant Lane,08608,39495,87317,41998,773,1
1236,1947-09-01,Female,65,521 Main Lane,80909,14645,25243,18006,730,6
969,1996-02-01,Female,70,18360 Valley Avenue,92869,28884,58893,113715,666,3
508,1995-07-01,Male,69,3221 Tenth Lane,08080,31547,64319,0,757,3
496,1972-08-01,Male,63,16893 Fifth Avenue,75149,17810,36319,44737,730,4
450,1980-09-01,Male,66,253 Lexington Avenue,23606,21186,43192,33517,739,3
1753,1974-02-01,Male,58,95612 South Street,39042,22304,45476,67636,506,1
304,1988-08-01,Male,68,6606 Sixth Drive,82001,20255,41297,34703,685,2
839,1975-01-01,Female,63,96493 Valley Stream Avenue,06751,26674,54384,69717,622,3
138,1977-02-01,Female,68,754 South Avenue,15759,16071,32770,103262,641,4
43,1993-08-01,Female,66,5594 12th Drive,90230,29972,61104,79486,721,4
849,1952-07-01,Female,69,5456 Ninth Avenue,19107,21497,43828,60231,711,3
654,1972-07-01,Female,69,646 South Lane,45783,16618,33883,50616,524,1
1898,1975-09-01,Male,72,5521 Spruce Avenue,36106,25009,50993,75783,675,5
1971,1971-09-01,Male,66,829 Grant Boulevard,13126,20447,41690,69869,763,2
1020,1991-01-01,Female,66,331 Essex Drive,60194,26545,54122,166903,796,4
22,1963-03-01,Male,66,5651 North Boulevard,20770,26467,53966,135478,747,1
436,2000-01-01,Female,65,599 Hillside Drive,18969,26273,53569,79540,623,1
589,1961-11-01,Male,72,250 Hillside Drive,44654,13259,27035,58050,595,2
49,1981-06-01,Male,74,190 Burns Avenue,44691,18962,38663,59053,686,3
1350,1998-02-01,Female,65,637 Main Avenue,90715,21940,44740,103896,651,1
1525,1976-09-01,Female,70,534 Sixth Boulevard,70058,19126,38994,0,728,4
69,1965-10-01,Female,67,3067 First Street,44622,18794,38318,93284,748,6
234,1977-11-01,Female,73,8027 Main Drive,75149,18452,37623,923,726,6
608,1987-10-01,Male,65,702 Grant Drive,94526,0,2365,0,769,3
1064,1969-12-01,Female,65,477 Madison Lane,94005,23752,48428,72566,654,1
374,1961-11-01,Male,66,50 Spruce Street,95823,15290,31177,18859,689,5
286,1981-10-01,Male,69,4232 Grant Drive,39451,18746,38223,30756,725,4
1419,1966-09-01,Female,64,634 Grant Boulevard,30312,30157,61490,116180,647,1
1435,1978-10-01,Female,78,9872 Lexington Street,30022,45132,92017,157723,703,3
1683,1976-12-01,Male,69,85 East Drive,79904,12313,25109,92,850,3
727,1975-05-01,Male,68,310 Bayview Boulevard,63110,19874,40522,81572,801,5
1150,1973-04-01,Male,67,5692 Jefferson Boulevard,76053,30913,63030,93406,791,5
332,1958-07-01,Male,65,8794 Catherine Lane,46176,18324,37362,21600,703,4
487,1967-07-01,Male,68,9028 Valley Stream Avenue,12208,27005,55059,162462,735,3
735,1970-12-01,Female,67,676 Bayview Street,98021,33226,67743,67132,752,3
570,1985-09-01,Male,65,6781 Ocean View Drive,30501,15814,32245,43097,625,1
1121,1975-06-01,Female,68,8476 Lincoln Street,29407,41380,84365,113529,796,5
860,1965-02-01,Male,65,7035 River Boulevard,20901,30794,62791,193215,692,4
518,1988-04-01,Male,61,558 North Street,04274,22283,45433,91998,523,1
1203,1984-02-01,Male,62,5867 East Street,12845,20371,41537,128044,582,1
944,1961-10-01,Male,71,3817 Martin Luther King Avenue,90274,58517,119308,89328,789,6
388,1994-10-01,Female,66,6444 Maple Lane,32159,8491,17310,21853,749,2
741,1944-09-01,Male,66,239 Third Drive,02111,21695,41316,22629,826,1
1737,1967-03-01,Male,65,14813 El Camino Drive,48021,18487,37686,41173,739,4
1018,1929-10-01,Female,71,350 Main Boulevard,32137,17142,31805,614,755,6
275,1977-02-01,Female,58,973 River Street,77586,37415,76288,120771,710,4
1367,1970-06-01,Female,67,364 Plum Lane,54302,16801,34255,36094,708,4
1965,1996-01-01,Male,65,34 Oak Boulevard,97426,18364,37443,0,745,1
284,1968-04-01,Male,65,822 Martin Luther King Drive,85213,25005,50980,0,754,4
79,1949-10-01,Female,66,990 North Lane,32561,20045,29164,19851,625,4
1515,1942-12-01,Female,67,7239 Hill Lane,17046,20983,30457,19314,520,5
1934,1973-01-01,Female,67,820 Second Lane,90062,13614,27763,59691,691,1
9,1990-12-01,Male,60,22 Mill Drive,91910,20102,40988,89801,540,3
1964,1951-12-01,Male,64,973 Federal Drive,27520,22644,38637,30595,643,4
982,1973-10-01,Male,67,9232 Mill Drive,08873,32610,66489,45974,729,4
1676,1968-12-01,Male,65,919 Martin Luther King Lane,64083,24981,50936,88447,681,3
1098,1969-03-01,Male,71,772 Fifth Boulevard,51002,16901,34456,54634,752,4
554,1960-08-01,Male,67,6310 Sixth Street,77571,26170,53357,114266,690,5
596,1991-11-01,Male,65,914 George Street,11203,16985,34629,34484,721,3
170,1985-09-01,Male,71,79948 Sixth Avenue,73080,18137,36983,58895,768,4
794,1970-11-01,Female,67,803 Plum Avenue,90280,14528,29621,0,730,3
1697,1955-06-01,Male,67,317 Wessex Boulevard,49286,20108,41002,97188,685,6
573,1967-07-01,Male,69,7970 Little Creek Drive,30817,14717,30011,84166,589,1
1715,1987-03-01,Female,72,4460 11th Avenue,61107,24589,50137,90747,679,1
1607,1998-04-01,Male,66,724 Valley Stream Street,75040,27057,55166,70698,689,1
1026,1935-05-01,Male,70,2116 Second Drive,93666,13194,17016,691,714,4
1892,1997-07-01,Male,62,449 Washington Street,73051,15966,32557,60053,637,2
402,1972-06-01,Male,72,77931 Lincoln Avenue,30052,21556,43954,60913,744,3
1628,1964-02-01,Male,59,438 Seventh Avenue,46202,31114,63439,199706,786,2
553,1947-01-01,Male,65,471 Ocean Boulevard,63640,17707,34067,17902,628,1
1551,1972-12-01,Male,70,148 Hillside Boulevard,62656,17510,35699,63264,687,5
1672,1991-09-01,Male,70,919 Washington Drive,44145,36610,74644,204251,792,3
426,1993-04-01,Female,65,8709 Fifth Street,49428,20773,42348,6204,754,4
1135,1931-01-01,Female,69,796 West Lane,90503,31496,68010,0,704,7
1420,1932-08-01,Female,70,673 11th Drive,55102,38514,60652,0,688,4
1589,1981-01-01,Female,70,6301 Hillside Avenue,90022,13485,27494,44258,702,3
1411,1962-06-01,Female,66,3196 Elm Boulevard,60174,33847,69007,52218,720,4
1654,1976-04-01,Male,66,385 Pine Drive,02840,24194,49328,6197,693,5
1330,1954-12-01,Female,61,35187 West Lane,93109,33097,35404,30887,575,3
790,1985-03-01,Female,65,480 Ocean View Boulevard,92040,22740,46361,69620,743,2
552,1965-04-01,Male,66,1416 Bayview Avenue,32609,25767,52538,132409,602,1
139,1947-01-01,Female,65,835 Main Street,11203,19652,31317,4591,687,4
1280,1991-10-01,Male,66,7933 Plum Lane,91768,16025,32676,88515,641,1
883,1987-02-01,Male,60,6174 East Street,97213,26647,54333,103224,584,1
359,1953-07-01,Male,61,338 Littlewood Street,30046,24252,57383,20725,799,4
1921,1975-03-01,Male,65,704 Third Avenue,30633,15726,32064,9833,709,3
651,1966-05-01,Female,66,810 Summit Lane,21613,16852,34361,41375,643,1
557,1960-09-01,Male,54,350 Jefferson Boulevard,90302,18476,28245,13411,669,1
1071,1993-03-01,Male,69,4693 Essex Street,57701,18816,38363,63974,838,3
1175,1926-09-01,Male,69,748 Martin Luther King Street,10460,12475,10782,346,770,7
1936,1933-07-01,Female,68,406 El Camino Boulevard,05477,26951,35685,1135,714,5
182,1971-02-01,Female,70,916 Birch Drive,34102,25006,50984,65126,616,2
468,1971-09-01,Female,65,76 Lexington Boulevard,52240,23238,47374,35312,714,2
1651,1986-03-01,Male,66,632 Pine Drive,38018,27474,56018,100163,739,2
1714,1996-06-01,Female,65,427 Martin Luther King Street,77373,35807,73011,240352,794,2
1839,1960-06-01,Female,60,1892 Catherine Street,42127,13456,27439,84665,631,1
1585,1984-11-01,Female,69,4346 El Camino Boulevard,32202,20710,42229,0,688,3
1245,1965-09-01,Female,58,780 Ocean Avenue,23061,21040,42900,111007,802,6
732,1959-08-01,Male,68,513 Tenth Avenue,67202,19224,39191,43396,756,6
342,2001-06-01,Male,68,3033 Maple Lane,22101,62840,128123,135808,699,1
476,1951-09-01,Male,71,26 El Camino Street,17985,20340,41473,98151,724,3
164,1943-08-01,Male,67,772 Lexington Street,45833,18287,37829,20185,658,4
539,1998-08-01,Female,68,3701 Birch Street,48910,16954,34568,81953,765,1
40,1948-06-01,Male,74,2786 Forest Lane,45505,14342,29243,30686,726,4
1,1976-04-01,Female,74,113 Burns Lane,32503,22247,45360,14587,704,3
272,1989-08-01,Female,67,387 Plum Avenue,08090,26193,53407,125586,767,3
521,1998-09-01,Female,70,1241 11th Boulevard,91770,16101,32829,44141,652,1
988,1951-04-01,Male,68,344 Washington Drive,70053,20042,39832,5377,785,4
660,1988-09-01,Female,68,256 Jefferson Street,23220,21602,44041,109159,680,2
1381,1940-10-01,Male,68,1699 West Lane,44060,24878,29517,2470,690,4
184,1969-04-01,Female,69,8886 Little Creek Street,53534,21348,43529,126175,797,6
1183,1966-05-01,Male,66,852 Tenth Boulevard,47129,16097,32820,23004,740,4
905,1950-11-01,Male,73,385 Maple Street,94404,47524,96901,182809,701,5
419,1959-11-01,Male,66,933 Valley Lane,95247,16448,33540,74530,734,5
239,1993-03-01,Male,68,2519 Park Boulevard,55350,20699,42201,138469,682,5
1241,1979-03-01,Female,69,159 Plum Avenue,45869,24227,49396,39549,814,3
383,1971-09-01,Male,66,6606 Oak Drive,71463,16816,34287,77180,760,3
1816,1980-04-01,Female,69,251 Main Lane,46902,16794,34241,79551,784,2
1501,1980-02-01,Male,67,8475 Essex Lane,43201,17778,36247,34079,712,3
497,1956-11-01,Male,65,8414 Tenth Drive,57104,25692,52380,8764,850,6
893,2002-02-01,Male,68,4485 Plum Lane,12078,17027,34716,18962,850,3
661,1956-01-01,Male,67,894 Ocean Avenue,18042,21005,42831,59948,566,3
939,1939-10-01,Female,59,4259 East Lane,17602,19945,34819,2971,696,2
947,1956-09-01,Male,71,4117 Fifth Avenue,11203,16985,34637,12623,710,4
1749,1969-07-01,Female,61,415 Elm Street,48212,8658,17657,21899,614,2
385,1941-02-01,Male,65,9983 Park Drive,29910,21679,30434,23883,740,7
67,1996-04-01,Female,65,1 Sixth Boulevard,98466,23366,47639,0,732,2
1298,1987-12-01,Female,70,3535 West Drive,90058,12557,25603,26348,729,2
913,1963-05-01,Male,70,4943 Martin Luther King Lane,34741,13964,28476,0,693,3
1634,1953-03-01,Male,68,703 West Drive,78516,10091,20577,60152,825,4
804,1955-07-01,Male,67,37 River Boulevard,42104,14839,30252,24172,812,5
1703,1972-08-01,Female,65,1532 Birch Drive,81501,24115,49169,65994,747,2
1741,1927-10-01,Male,67,31 Hillside Lane,85711,17460,24960,889,707,9
766,1975-08-01,Female,63,66 Plum Avenue,33542,15187,30967,61201,685,3
472,1969-04-01,Male,64,4480 Hillside Avenue,60030,22578,46039,79738,672,4
366,1969-12-01,Female,68,773 12th Street,54902,19573,39911,93823,625,7
1205,1997-08-01,Male,69,152 Sixth Avenue,75701,27948,56984,128684,680,5
1705,1970-02-01,Male,68,952 Valley Avenue,38555,13708,27952,2070,850,3
626,1997-06-01,Female,65,394 Essex Boulevard,33326,42160,85954,108684,746,2
1638,1940-08-01,Female,64,6337 Spruce Street,55044,34186,57824,31354,668,5
1771,1978-12-01,Male,66,7662 Mountain View Boulevard,95678,25476,51943,61722,794,3
931,1985-12-01,Male,73,2707 Main Boulevard,38114,33974,69270,97114,540,1
1190,1970-08-01,Female,65,4480 Essex Drive,29485,21769,44383,42369,707,7
371,1937-03-01,Male,63,19176 Grant Drive,23220,43827,92368,2689,719,4
1970,2001-06-01,Male,66,876 Main Avenue,01062,25442,51873,70144,731,2
1364,1972-11-01,Male,72,37845 Main Street,76248,0,3,5,750,2
1337,1993-09-01,Male,66,9249 Third Lane,34984,18946,38634,42099,800,2
594,1990-12-01,Male,70,7109 Rose Street,27360,16642,33933,5329,698,6
1704,1992-07-01,Male,62,288 North Lane,46038,31270,63760,151177,716,1
1500,1967-01-01,Male,66,270 Plum Street,95624,25949,52904,144534,680,4
1788,1960-09-01,Female,66,420 Littlewood Drive,70394,20521,41845,90940,673,4
129,1963-06-01,Female,63,6295 Summit Drive,91780,22008,44875,125909,510,1
1756,1989-10-01,Male,66,32 Fourth Drive,27707,28430,57969,92382,691,2
197,1987-05-01,Male,60,1867 Bayview Street,40390,15757,32128,58373,724,5
219,1973-02-01,Male,66,4541 Hill Boulevard,48625,11036,22505,27928,798,3
1820,1959-07-01,Female,65,822 Lake Drive,33130,18828,38394,69393,693,5
405,1989-03-01,Male,67,640 Spruce Boulevard,85043,17165,34998,60749,627,1
726,1961-08-01,Male,67,845 Littlewood Boulevard,90710,22032,44924,27297,717,3
20,1933-12-01,Female,67,3631 Plum Boulevard,76084,19477,23371,0,757,8
216,1959-05-01,Female,66,378 Fourth Boulevard,47362,16273,33178,85620,687,3
293,1987-08-01,Female,63,58221 Main Drive,73026,20640,42084,57760,661,5
1868,1995-08-01,Male,69,39289 Essex Street,92880,28049,57187,9756,714,2
1996,1973-06-01,Female,66,7853 Grant Street,77511,21956,44768,59862,728,3
1154,1947-01-01,Male,71,80773 Essex Avenue,53186,27546,38809,19912,788,4
819,1964-10-01,Female,77,4909 Maple Avenue,15203,18392,37495,28449,687,3
1554,1970-04-01,Male,63,227 Little Creek Street,06010,25405,51802,91118,696,1
1079,1954-11-01,Female,60,422 Madison Lane,11570,48994,103294,39076,831,3
681,2001-01-01,Female,60,95 Main Avenue,17315,21400,43634,52593,654,1
240,1970-02-01,Male,68,280 Lake Avenue,37813,17104,34868,51984,745,3
751,1958-08-01,Female,64,860 Martin Luther King Boulevard,75058,24364,49677,108399,593,4
773,1952-09-01,Male,65,486 West Boulevard,35986,15562,11029,3225,786,3
1294,1980-07-01,Female,63,2244 Mill Boulevard,07083,28993,59114,132715,730,2
1567,1976-08-01,Female,68,7874 Wessex Street,13827,19901,40576,54011,747,2
132,1942-05-01,Female,72,8407 Littlewood Street,34205,13972,31555,12777,696,4
512,1971-08-01,Male,62,3248 Summit Lane,85083,35727,72844,207423,718,1
178,1972-07-01,Female,66,27 Third Avenue,64015,24057,49045,0,727,3
914,1982-01-01,Male,71,10 Norfolk Boulevard,67202,22638,46160,87459,763,4
1840,1974-02-01,Female,71,576 Martin Luther King Street,97005,21702,44249,103229,706,5
550,1944-02-01,Male,70,4937 Maple Lane,98366,21219,30248,35766,763,4
1869,1991-09-01,Male,71,96707 East Boulevard,35611,16912,34487,52077,702,1
977,1936-12-01,Female,67,237 Hill Boulevard,75172,13917,22873,0,710,5
933,1969-05-01,Male,69,7037 Wessex Avenue,74070,21234,43290,90238,690,4
938,1991-07-01,Female,73,875 Plum Street,66018,24982,50934,54406,720,3
622,1996-12-01,Male,65,986 East Avenue,22031,42884,87437,0,738,2
796,1994-05-01,Female,70,8199 Norfolk Avenue,21040,21177,43178,74257,746,3
621,1968-03-01,Male,63,2227 Federal Lane,32114,13425,27372,54474,612,1
1038,1986-08-01,Female,65,19 Valley Stream Drive,43113,18025,36755,96292,810,2
1687,1949-12-01,Female,64,469 Grant Lane,87107,24485,40189,24169,621,1
1890,1991-01-01,Male,65,338 Spruce Lane,17721,15708,32024,69171,754,1
544,1985-05-01,Female,65,100 Rose Lane,11542,29426,59999,128311,676,1
810,1942-05-01,Female,65,239 West Drive,40069,16521,22540,16946,705,6
58,1981-04-01,Female,66,6561 George Avenue,63348,25756,52512,95640,706,2
1986,1975-12-01,Female,69,5887 Seventh Lane,94005,23752,48430,62384,716,2
1084,1984-01-01,Male,66,152 West Drive,98403,31518,64262,75415,775,4
1349,1971-08-01,Female,64,716 Lake Avenue,77019,13862,28267,35727,799,3
1825,1949-09-01,Female,65,817 Ocean Avenue,80017,24849,45754,9066,718,4
98,1939-04-01,Female,67,7872 Oak Drive,61832,15755,16646,1639,590,2
615,1984-03-01,Female,65,3963 Essex Drive,77511,21956,44766,68989,713,2
1488,1985-11-01,Female,66,6427 12th Boulevard,44095,20155,41091,86837,695,6
1443,1972-07-01,Male,69,318 Ninth Lane,96792,17175,35016,54455,732,3
801,1938-02-01,Female,69,2303 12th Lane,79331,14989,23175,1626,723,5
655,1970-03-01,Female,66,211 Lexington Drive,44052,14880,30340,64661,552,3
669,1981-09-01,Female,62,2182 Martin Luther King Street,12903,20177,41141,71060,683,2
1726,1952-10-01,Female,65,3667 Washington Avenue,33705,34974,23533,23132,687,1
444,1995-09-01,Female,68,549 Ocean Boulevard,10460,12939,26382,13161,748,2
418,1990-07-01,Male,66,7333 George Street,85396,25449,51891,83166,693,4
242,1978-06-01,Male,65,6389 El Camino Drive,01230,21365,43560,58544,850,5
168,1968-07-01,Female,56,2920 11th Boulevard,36542,15553,31713,42895,646,1
960,1990-08-01,Male,66,506 Washington Lane,92865,26180,53376,60953,750,3
1911,1961-11-01,Female,75,3856 Valley Boulevard,64801,16574,33793,108196,768,4
259,1948-05-01,Female,65,391 South Street,32773,22585,38009,20529,689,3
300,1979-12-01,Male,64,69 Martin Luther King Street,06468,37131,75711,121251,750,1
1967,1964-09-01,Male,74,3570 North Boulevard,92630,30307,61793,686,767,4
434,1988-10-01,Female,74,7808 Lincoln Drive,50010,26190,53395,73370,785,3
1076,1958-08-01,Female,66,3987 11th Drive,28301,18316,37342,48611,779,5
723,1960-05-01,Female,68,3179 Seventh Drive,77019,17359,35397,55112,828,5
1398,1967-04-01,Male,66,304 Third Boulevard,07054,34756,70862,16595,745,5
1464,1957-01-01,Female,61,99 Valley Stream Street,12304,30839,49569,58019,682,2
1505,1990-11-01,Male,69,556 Fourth Street,67114,18479,37677,66737,685,2
1130,1970-01-01,Female,65,801 Mountain View Street,98003,21756,44355,44779,680,3
1623,1987-04-01,Female,73,8121 North Boulevard,41075,17278,35227,25277,746,3
1416,1946-09-01,Female,65,8258 Jefferson Drive,13031,24172,48750,18724,709,8
1998,1954-09-01,Male,67,10 Third Avenue,94010,0,645,790,688,3
1299,1979-11-01,Female,70,2578 Park Boulevard,47246,18295,37299,31923,723,2
303,1926-01-01,Male,66,93 Lafayette Boulevard,80550,27185,60080,1807,690,6
1138,1968-03-01,Female,64,5334 11th Avenue,35120,20542,41886,107734,768,3
1750,1973-02-01,Female,55,892 Elm Street,60525,34681,70711,100226,741,2
1117,1970-04-01,Female,68,2350 Bayview Street,68638,13582,27691,24480,687,2
1322,1984-05-01,Female,62,775 Essex Lane,19713,22319,45508,93806,636,1
878,1974-03-01,Male,65,13 Lake Drive,17512,19663,40093,81752,615,2
609,1961-02-01,Male,62,795 Tenth Street,75040,18408,37536,63386,717,3
761,2001-03-01,Female,69,94 Lafayette Avenue,96789,27576,56222,63846,726,4
1313,1985-01-01,Male,67,9853 Sussex Street,15076,14798,30172,39959,653,2
1558,1973-02-01,Female,65,675 Little Creek Drive,11203,25172,51330,106161,597,2
399,1982-05-01,Female,68,365 Ocean Lane,01520,31514,64252,92973,802,2
325,1974-11-01,Male,57,7044 Plum Street,72058,19589,39942,52441,709,4
689,1954-03-01,Female,62,440 Maple Drive,07050,18012,39077,14019,709,1
1763,1970-06-01,Male,66,6593 North Avenue,55404,18660,38039,27179,717,3
884,1945-02-01,Male,64,3095 Eighth Drive,49534,21663,42812,22171,631,4
1701,1963-04-01,Male,67,942 Lincoln Lane,90002,11393,23231,48624,726,3
117,2000-01-01,Male,71,58 Bayview Street,63857,14824,30229,43239,595,3
126,1956-10-01,Male,65,5159 Wessex Avenue,72204,13047,26600,0,799,4
1051,1987-11-01,Female,71,13 Norfolk Avenue,02889,24424,49800,137460,694,2
1454,1990-01-01,Male,64,7051 West Drive,92804,17564,35813,43474,748,2
467,1981-09-01,Male,65,969 Lexington Lane,37406,21988,44831,20906,705,3
1802,1980-11-01,Female,62,719 Third Lane,08831,29088,59313,102360,802,2
1563,1970-08-01,Female,67,924 Spruce Street,90003,11073,22583,62461,683,4
1235,2002-02-01,Male,65,283 Rose Lane,92691,30564,62316,146487,813,1
587,1999-08-01,Male,62,5310 Hillside Avenue,11203,12433,25350,70475,643,2
709,1993-09-01,Female,66,3114 East Street,53538,21057,42931,48783,742,3
1036,2000-05-01,Male,68,5966 Hill Boulevard,19020,24817,50602,66762,722,2
372,1988-01-01,Male,71,4725 North Street,43606,12101,24668,22338,756,1
929,1956-04-01,Female,62,899 Grant Lane,19002,44106,56102,59198,850,1
253,1959-01-01,Male,62,4110 Lafayette Boulevard,25301,21705,44257,110587,664,2
1549,1952-01-01,Male,74,731 Martin Luther King Boulevard,77019,31072,63355,140526,747,5
529,1964-08-01,Male,68,9604 West Boulevard,03874,22448,45767,41791,721,4
1306,1973-05-01,Female,58,136 Tenth Boulevard,92805,16252,33137,40559,706,2
1798,1940-04-01,Male,65,760 Tenth Avenue,61571,24926,37898,32994,517,2
389,1992-07-01,Male,67,9517 Ninth Street,05446,26033,53082,106945,689,3
1829,1995-02-01,Male,68,4920 Valley Stream Drive,30248,21682,44204,59310,710,3
1392,1995-05-01,Male,61,5653 North Drive,85022,26023,53061,84073,743,3
1949,1991-07-01,Female,67,993 Ninth Street,36066,21796,44444,130382,706,1
1881,1952-09-01,Male,67,159 Mill Street,48117,22321,56542,9097,733,6
1706,1995-04-01,Female,67,165 Plum Avenue,38603,13161,26839,70077,805,2
848,1968-05-01,Male,69,166 River Drive,20776,33529,68362,96182,711,2
1044,1989-06-01,Male,60,978 Wessex Avenue,37686,22388,45649,150985,693,1
1112,1985-11-01,Female,66,5411 Madison Avenue,76543,14665,29897,27736,760,6
802,1984-03-01,Female,67,3369 Wessex Avenue,95661,29367,59872,95927,752,4
